employee_id,name,email,age,department,job_role,years_at_company,last_promotion_years,performance_rating,satisfaction_level,training_hours,monthly_income,attrition
EMP1468,Alicia Roth,larry71@example.org,35,Finance,Product Manager,21,7,5,0.32525390592455194,62,148913,0
EMP1469,William Ramos,joseph69@example.net,62,Engineering,Operations Manager,25,9,2,0.9706765454097441,68,152875,0
EMP1470,Jeremy Mcintyre,wfigueroa@example.net,62,Marketing,Data Scientist,25,3,3,0.34652416795271823,75,123230,0
EMP1471,Samantha Robertson,cameronmckinney@example.com,24,Data Science,Data Scientist,24,2,3,0.2874616648972501,73,97117,0
EMP1472,Samuel Suarez,thompsonnancy@example.org,47,Product,Financial Analyst,6,2,2,0.951423220845566,90,120136,0
EMP1473,Danielle Bryant,janet45@example.com,41,Sales,Product Manager,19,2,4,0.2674020278575413,33,122510,0
EMP1474,Madison Martinez,allentracy@example.com,48,Data Science,Software Engineer,0,0,4,0.5835569673248185,58,86963,0
EMP1475,Seth Matthews,max41@example.com,23,Marketing,Sales Representative,0,0,2,0.44908474501094675,52,55438,0
EMP1476,Anthony Nash,mercedesholland@example.net,43,Product,Operations Manager,20,10,4,0.6252047695304422,29,145276,0
EMP1477,Matthew Palmer,wellsdavid@example.org,49,Engineering,Software Engineer,12,3,5,0.5419900748897659,82,80920,0
EMP1478,Alejandra King,jennifer46@example.com,31,Sales,Software Engineer,12,9,4,0.2146678639725368,37,93874,1
EMP1479,Judy Robinson,erica96@example.net,42,Finance,Software Engineer,27,3,3,0.723447817850001,25,167498,0
EMP1480,Jorge Bates,anna99@example.com,49,Engineering,Product Manager,24,8,3,0.7140527233781268,39,103278,0
EMP1481,Brian Brown,danielle44@example.net,44,Finance,Operations Manager,19,0,3,0.2708063280369726,47,104281,0
EMP1482,Stephanie Evans,zacharyallen@example.org,61,Product,Marketing Manager,17,2,3,0.5970957701867198,15,91625,0
EMP1483,Rebekah Greene,erin07@example.com,51,Operations,Financial Analyst,9,1,4,0.8229838050417675,58,111326,0
EMP1484,Jason Price,aguilarwanda@example.org,34,Operations,HR Manager,2,1,3,0.2533571700596614,90,82458,0
EMP1485,Micheal Parks,qknox@example.com,63,Engineering,Software Engineer,28,5,4,0.33360678902904317,59,149803,0
EMP1486,Sarah Pittman,kellyruiz@example.net,54,HR,Marketing Manager,8,1,4,0.45434542306765513,60,86025,0
EMP1487,Robert Hines,staceylam@example.net,64,Product,Sales Representative,5,1,3,0.5350255045989328,36,102195,0
EMP1488,Henry Garner,robert55@example.com,39,Data Science,Financial Analyst,21,10,3,0.20109872744266744,85,115927,1
EMP1489,Julie Wilson,delacruzbrandy@example.net,28,Marketing,Product Manager,21,7,5,0.10539321810780522,54,132842,0
EMP1490,Steve Mason,amoreno@example.org,35,HR,Data Scientist,24,0,5,0.11188061654912385,28,138529,0
EMP1491,Brittany Gay,robert97@example.org,49,Marketing,Data Scientist,6,2,4,0.6851343098744841,34,74356,0
EMP1492,Mike Maxwell,lcook@example.com,22,Sales,Sales Representative,27,10,3,0.5355538148796726,20,131828,1
EMP1493,Abigail Hill,barbaramoore@example.org,45,Engineering,Marketing Manager,22,6,5,0.32674254203004083,48,160753,0
EMP1494,Jeffrey Jordan,ysanford@example.org,60,Operations,Software Engineer,16,4,5,0.07764077598878127,34,143358,0
EMP1495,Curtis Watson,mcclainkatherine@example.net,43,Engineering,HR Manager,4,1,4,0.344781420072647,79,74322,0
EMP1496,Michael Sims,jeremywiley@example.com,51,Engineering,Financial Analyst,21,8,2,0.6736454174749077,12,105199,0
EMP1497,James Chapman,cameronwilliams@example.com,44,Marketing,Software Engineer,22,7,4,0.5318890790075141,17,107917,0
EMP1498,Joseph Warren,ibarron@example.com,43,HR,Software Engineer,29,0,3,0.7324138648126686,77,124113,0
EMP1499,Katherine Christensen MD,osmith@example.net,31,Finance,Sales Representative,18,3,2,0.21189433044010908,10,145166,0
EMP1500,Mrs. Alison Wagner,richardsondebra@example.org,40,HR,Financial Analyst,29,7,4,0.5568784431720959,46,144320,0
EMP1501,Martin Wise,wheelerbrandon@example.org,40,Product,Data Scientist,7,6,4,0.20366713777268486,97,69618,0
EMP1502,Alicia Norris,hwallace@example.net,34,HR,Software Engineer,1,0,3,0.11539464217891737,48,75916,0
EMP1503,Michael Harris,turnerdorothy@example.net,50,Finance,Operations Manager,23,9,3,0.11428576999797946,25,152744,1
EMP1504,Lisa Haynes,grivas@example.net,24,Finance,Data Scientist,16,6,3,0.018124041045729733,16,116082,1
EMP1505,Autumn Wilson,jimenezchelsea@example.com,46,Product,Marketing Manager,2,2,4,0.22190046078437287,25,84075,0
EMP1506,Valerie Howard,cphillips@example.net,37,Engineering,HR Manager,27,8,3,0.8361177032072488,85,113671,0
EMP1507,Daniel Fitzpatrick MD,smithchristopher@example.org,62,Product,Sales Representative,18,5,4,0.45129411302925493,82,135810,0
EMP1508,Maureen Hernandez,chancharles@example.net,23,Engineering,Marketing Manager,14,2,1,0.4097392364429391,56,105215,0
EMP1509,David Hall,joseph01@example.org,39,Product,Operations Manager,15,1,2,0.8773504531328387,75,125480,0
EMP1510,Sarah Ward,ronald11@example.org,61,Sales,Financial Analyst,27,3,4,0.07410542257486707,65,110476,0
EMP1511,Charles Holland,michael79@example.com,36,Sales,Operations Manager,28,10,1,0.4463868902631948,2,113335,1
EMP1512,Anna Briggs,danielross@example.com,61,Product,Financial Analyst,29,3,3,0.7227377522388047,94,111026,0
EMP1513,James Jefferson,zbanks@example.org,51,Product,Data Scientist,29,0,3,0.631988680396189,97,158612,0
EMP1514,Michael Brown,dalepruitt@example.com,36,Operations,Software Engineer,3,3,3,0.5480323566642401,44,110197,0
EMP1515,Meghan White,nmaxwell@example.org,60,Operations,Data Scientist,19,0,1,0.2072422997688783,43,92996,0
EMP1516,Sheryl Acosta,timothyfreeman@example.com,28,Sales,Software Engineer,30,5,4,0.9082284887003229,86,127374,0
EMP1517,Arthur Pena,busherica@example.net,24,Marketing,Operations Manager,25,3,4,0.5416464182167599,61,156233,0
EMP1518,Krystal Levine,april91@example.com,33,Data Science,Marketing Manager,12,10,3,0.20225418052453492,58,107712,1
EMP1519,Danielle Reed,jhernandez@example.net,61,Marketing,Product Manager,1,1,4,0.7243444063295397,10,73839,0
EMP1520,Mason Moore,kchristian@example.org,38,Data Science,Data Scientist,17,2,4,0.6595107686407702,95,100767,0
EMP1521,Erica Rivera,brent38@example.net,59,Engineering,Financial Analyst,2,1,4,0.22504187617087212,93,101788,0
EMP1522,Robert Miller,csolis@example.org,53,Sales,Marketing Manager,25,10,3,0.26463502692535734,52,138395,1
EMP1523,Jillian Wilson,bmcgee@example.org,53,Finance,Financial Analyst,5,3,4,0.7478385744120718,32,75899,0
EMP1524,Andrew Dunn,connersylvia@example.net,29,Engineering,Marketing Manager,30,5,1,0.8791857726012476,34,114259,0
EMP1525,Jordan Clark,xclements@example.org,27,Engineering,Operations Manager,13,10,3,0.7362288825285501,70,83391,0
EMP1526,Sarah Rivera,xmoran@example.net,34,HR,Data Scientist,1,1,3,0.5767023988577563,37,82503,0
EMP1527,Brent Hopkins,petersonmaria@example.com,48,Sales,Sales Representative,10,10,4,0.8580232710072292,90,116754,0
EMP1528,Jacqueline Rodriguez,travisunderwood@example.net,52,Finance,Operations Manager,28,0,5,0.8917108652027459,20,136525,0
EMP1529,Ashley Carr,davidphelps@example.org,32,HR,Financial Analyst,27,4,3,0.014381446072085025,77,132687,1
EMP1530,Richard Love,shermanbrandon@example.net,53,Sales,Operations Manager,22,10,1,0.938413743858144,68,87210,0
EMP1531,Leah Barton,lellis@example.net,64,Data Science,Data Scientist,28,10,3,0.5694844841722538,86,134418,0
EMP1532,Jonathan Moreno,tranryan@example.net,55,Finance,Sales Representative,4,2,3,0.4430593623304211,49,67211,0
EMP1533,Mr. Thomas Thompson,jessicaanderson@example.com,63,Sales,HR Manager,24,10,5,0.8328319018690757,26,149646,0
EMP1534,Lisa Morris,mbarnes@example.net,39,Operations,Financial Analyst,10,4,4,0.05439074852231118,58,89288,0
EMP1535,Denise Stuart,shawn22@example.com,62,HR,Data Scientist,21,2,4,0.8102585866995313,64,110062,0
EMP1536,Stacey Hunt,jennifer83@example.org,61,Sales,HR Manager,21,1,4,0.8373670797701507,13,136435,0
EMP1537,Miguel Parks,tinasantos@example.org,54,Finance,Product Manager,10,7,4,0.9609201469288247,2,73255,0
EMP1538,Melissa Morris,hodgesanna@example.net,47,HR,Marketing Manager,12,1,3,0.2770125243259788,35,92989,0
EMP1539,Mary Butler,natalie60@example.net,47,Product,Operations Manager,11,7,3,0.7026402058582288,28,72021,0
EMP1540,James Brown,gonzalezkaren@example.org,38,Operations,Sales Representative,19,6,4,0.6590454101322324,6,154798,0
EMP1541,Miss Brianna Brown,james80@example.com,48,Marketing,Financial Analyst,23,8,5,0.030026005329392813,80,147830,1
EMP1542,Ashley Parrish,juliahoffman@example.org,52,Finance,Software Engineer,7,6,4,0.06239406859827723,19,78715,1
EMP1543,Rebecca Horton,housepaul@example.net,60,Marketing,Financial Analyst,11,0,4,0.8918931032565626,28,106314,0
EMP1544,Juan Smith,james73@example.net,55,Data Science,Financial Analyst,11,9,3,0.4691072110475787,87,112619,1
EMP1545,Maria Fischer,kimberlybrandt@example.com,36,Marketing,Sales Representative,2,0,4,0.967761465269562,39,91099,0
EMP1546,William Jones,jillwilson@example.org,44,Operations,Product Manager,13,7,3,0.02052081472932521,9,86408,1
EMP1547,Justin Anderson,adam72@example.org,57,Marketing,Marketing Manager,3,0,2,0.8982380639532351,81,58453,0
EMP1548,Frank Williams,tracy98@example.com,45,Finance,Operations Manager,22,5,3,0.3024195112785364,91,92373,0
EMP1549,Michael Fox,abigailhartman@example.org,53,HR,Marketing Manager,5,1,3,0.14407878601319957,98,101525,0
EMP1550,Joshua Davis,nicolealvarado@example.com,44,Engineering,Software Engineer,22,9,4,0.05697872699736828,55,135185,1
EMP1551,Daniel Goodwin,wbarajas@example.net,30,HR,Marketing Manager,24,1,4,0.7770492856517561,14,107486,0
EMP1552,Michael Griffin,susanfleming@example.com,36,Finance,Financial Analyst,6,4,5,0.8895193110437631,19,131729,0
EMP1553,Robert Wilson,amber40@example.net,48,Marketing,Data Scientist,12,8,3,0.4831808633136685,82,75587,0
EMP1554,Jaime Lang,stucker@example.net,28,Engineering,Product Manager,15,1,2,0.6985306252091371,58,105303,0
EMP1555,Jose Vaughan,teresaayala@example.net,34,Marketing,Software Engineer,16,4,3,0.7362398101338331,59,78881,0
EMP1556,Austin Santiago,michellecoleman@example.org,35,Finance,HR Manager,3,3,3,0.37217325524689715,31,54262,0
EMP1557,Ronald Johns,elucas@example.net,59,Operations,Sales Representative,20,2,3,0.1828377798688171,97,93597,0
EMP1558,Allison Love,millerbrian@example.com,53,Marketing,HR Manager,7,6,3,0.1430011226657264,77,70874,1
EMP1559,Laura Perez,rickey76@example.com,31,Product,Operations Manager,26,0,4,0.5732231944495915,68,159021,0
EMP1560,James Wilson,maychristine@example.net,46,Finance,Software Engineer,30,4,4,0.24966895274023015,21,163772,0
EMP1561,Mercedes Jones,robertsgina@example.net,63,Data Science,Software Engineer,19,3,4,0.1520485674244918,96,157504,0
EMP1562,Preston Kim,bshort@example.com,36,Marketing,Software Engineer,23,9,3,0.9485029432181947,22,157670,0
EMP1563,Daniel Francis,susan24@example.net,34,Finance,Marketing Manager,16,8,4,0.615253653282414,81,138830,0
EMP1564,Traci Camacho,susan08@example.net,38,HR,Financial Analyst,12,1,3,0.827553052274047,12,99676,0
EMP1565,Andrew Armstrong,fmedina@example.com,51,Marketing,Operations Manager,22,0,3,0.6151291405411998,72,120923,0
EMP1566,Patrick Swanson,robertbrewer@example.net,31,Sales,Financial Analyst,20,6,4,0.2784707289275523,56,121027,0
EMP1567,Clinton Jensen,james29@example.org,30,HR,Financial Analyst,0,0,4,0.7537340704280046,79,86639,0
EMP1568,Tara Gamble,enewman@example.com,36,Sales,Software Engineer,12,8,4,0.28104975016688916,61,103963,0
EMP1569,Danielle Gonzalez,wlynn@example.org,22,Product,Operations Manager,9,2,4,0.1254862967991507,16,137460,0
EMP1570,Cynthia Mitchell,mcculloughlouis@example.com,61,Finance,Operations Manager,5,5,2,0.019155485551252904,63,75832,1
EMP1571,Matthew Steele,arianadiaz@example.com,56,Product,Product Manager,23,0,3,0.29377590617439076,82,132830,0
EMP1572,Caroline Edwards,jenniferdavidson@example.com,49,Product,Software Engineer,5,2,2,0.2956545416124853,37,106563,0
EMP1573,Brandy Quinn,wford@example.com,25,HR,Data Scientist,16,10,3,0.4556191564372516,57,145895,1
EMP1574,Mr. Matthew Miller,michele28@example.org,38,Engineering,Sales Representative,22,2,3,0.3399718637932482,55,93992,0
EMP1575,Stephen Jones,mcclainmelissa@example.net,63,Data Science,Operations Manager,7,0,5,0.18573307200518563,79,117003,0
EMP1576,Kevin Sullivan,rebeccaarnold@example.net,59,Sales,Product Manager,8,7,3,0.15047227100599747,13,66698,1
EMP1577,Kimberly Valdez,michaelwalker@example.net,45,HR,HR Manager,9,8,4,0.753868082709913,9,99954,0
EMP1578,Donna Marshall,sanderswayne@example.net,24,Operations,Marketing Manager,2,1,5,0.7842061743652669,34,120899,0
EMP1579,Victor Holden,katherinetaylor@example.org,62,Marketing,Sales Representative,25,1,4,0.3567687116232726,11,120566,0
EMP1580,Travis Hopkins,jillwebb@example.com,22,HR,Software Engineer,1,1,5,0.6037969919290961,83,123163,0
EMP1581,Philip Hall,mike03@example.net,43,Marketing,HR Manager,28,0,2,0.682153161561635,51,121901,0
EMP1582,Heather Harrison,ckeith@example.net,46,Marketing,Operations Manager,24,9,3,0.9024130332861034,46,134430,0
EMP1583,Michael Boyd,mary49@example.net,25,Product,Data Scientist,20,2,3,0.6570304982341073,66,141561,0
EMP1584,Jamie Gray,blacknicholas@example.org,31,Engineering,Sales Representative,16,7,4,0.8009807004033649,4,137161,0
EMP1585,Heather Parrish,msparks@example.org,58,Operations,Product Manager,12,5,3,0.06723418009056115,1,93000,1
EMP1586,Brenda Martin,robertsonjuan@example.org,61,Sales,Product Manager,29,10,3,0.10326500887504841,89,113956,1
EMP1587,Jack Love,guerrerorobert@example.com,29,Finance,Operations Manager,28,5,3,0.7935706545388016,94,132417,0
EMP1588,Karen Mendoza,brittanyholland@example.com,42,Operations,Financial Analyst,1,0,2,0.027250011950815112,0,96710,0
EMP1589,Andrew Berry,dennishunt@example.net,43,Operations,Marketing Manager,14,0,3,0.5776317543444226,53,107217,0
EMP1590,Christopher Nielsen,kgreene@example.net,42,Finance,Software Engineer,21,5,4,0.7939293858599648,61,151993,0
EMP1591,Nathan Stanley,stacey37@example.net,34,Engineering,HR Manager,16,5,3,0.18267238423966814,71,142333,0
EMP1592,Sharon Jackson DVM,laurahoover@example.org,48,Marketing,Software Engineer,30,4,3,0.016756304492382412,68,118269,1
EMP1593,Kayla Jackson,sandra99@example.org,44,Engineering,Data Scientist,25,4,3,0.24977216244651979,58,125143,0
EMP1594,James Rodriguez,alexandrablankenship@example.net,39,Sales,Software Engineer,24,6,3,0.11635848516449587,18,146822,1
EMP1595,Chase Davis,mvalenzuela@example.org,64,Finance,Sales Representative,2,0,4,0.23148009591298824,34,94863,0
EMP1596,Kim Goodwin,olsondavid@example.net,65,Operations,Operations Manager,28,0,4,0.9622614466091567,98,143663,0
EMP1597,April Pace,xboyd@example.org,57,Marketing,HR Manager,25,4,2,0.3952593154311578,67,147530,0
EMP1598,Jessica Mays,yclarke@example.com,37,Sales,Operations Manager,29,3,3,0.1682036557665182,65,116598,0
EMP1599,Natalie Juarez,colemanjonathan@example.org,24,HR,Operations Manager,23,10,3,0.3130501450631469,65,143999,1
EMP1600,Angela George,ascott@example.net,28,Operations,Sales Representative,18,6,4,0.6298206544347077,98,105229,0
EMP1601,Adrienne Mills,brooksjamie@example.com,31,HR,Data Scientist,17,4,4,0.39822779395801167,97,121034,0
EMP1602,Brian Simmons,jose86@example.net,44,Marketing,HR Manager,5,1,3,0.10761418475985884,92,96247,0
EMP1603,Donald Becker,robertbowers@example.com,63,Data Science,Financial Analyst,7,1,3,0.308468281489484,83,127207,0
EMP1604,Justin Webb,becky62@example.net,24,Data Science,Product Manager,10,0,4,0.3243458076950557,80,103576,0
EMP1605,David Logan,craigromero@example.com,40,Marketing,Operations Manager,21,7,4,0.9467562446922407,83,106191,0
EMP1606,Lisa Cohen,martintamara@example.org,32,Marketing,Product Manager,9,2,5,0.19113208844889684,13,135993,0
EMP1607,Samantha Ruiz,qdavis@example.org,62,Engineering,Financial Analyst,9,2,4,0.4198486976863176,86,131768,0
EMP1608,Lee Ramsey,hmendez@example.com,49,Data Science,Marketing Manager,23,8,4,0.7242325476119492,57,102782,0
EMP1609,Linda Bautista,daniellegonzales@example.org,62,Engineering,HR Manager,2,1,2,0.2349942775346916,84,84149,0
EMP1610,Tara Holmes,arthurgreene@example.net,28,Finance,Software Engineer,29,1,5,0.41962738280681033,53,173410,0
EMP1611,Lisa Craig,john02@example.org,32,Operations,Software Engineer,18,1,4,0.7311573444549172,15,133365,0
EMP1612,Penny Gomez MD,aprilmclaughlin@example.org,65,Product,Financial Analyst,14,9,3,0.3976844144330547,1,77922,1
EMP1613,Krista Barber,michael43@example.net,48,Product,Financial Analyst,30,7,5,0.37472197050737643,45,138527,0
EMP1614,Jordan Powell,greenrichard@example.org,33,Marketing,HR Manager,10,0,3,0.31755457986950175,35,125372,0
EMP1615,Kathy Morgan,prattsue@example.net,29,Marketing,Data Scientist,15,3,3,0.33745427896422897,75,90972,0
EMP1616,Laura Benson,xhart@example.org,51,Finance,Operations Manager,13,9,4,0.8706338814834905,36,145518,0
EMP1617,Tonya Ellis,bmosley@example.com,57,Finance,HR Manager,19,2,3,0.20858836774105072,36,106862,0
EMP1618,Austin Schultz,ericahall@example.com,50,Sales,Software Engineer,5,3,3,0.12556557863725137,17,94876,0
EMP1619,Harry Nichols,john16@example.net,57,HR,Marketing Manager,18,6,4,0.24651990563798298,92,121349,0
EMP1620,Gloria Spencer,thomasgomez@example.net,57,Engineering,Financial Analyst,18,2,4,0.875118044558047,78,149928,0
EMP1621,Travis Vega,victorgonzalez@example.net,41,Engineering,Operations Manager,3,1,3,0.15631697070886086,74,54748,0
EMP1622,Derek Perez,marykelly@example.org,43,Data Science,Sales Representative,28,1,1,0.44452825305015964,94,95675,0
EMP1623,Blake Sosa,waustin@example.net,40,Data Science,HR Manager,30,2,3,0.8661015453778347,82,131206,0
EMP1624,Sarah Watson,travis94@example.com,53,Data Science,Product Manager,19,9,3,0.3302846675020844,16,121751,1
EMP1625,Phillip Dixon,kwalker@example.org,37,Operations,HR Manager,6,4,3,0.27893807607347676,10,90654,0
EMP1626,Robert Mendoza,shawphillip@example.net,42,Sales,Financial Analyst,25,1,3,0.4709500587725145,74,102135,0
EMP1627,Joyce Martinez,astewart@example.org,22,Finance,Sales Representative,20,9,4,0.6024698307034551,3,100770,0
EMP1628,Jamie Garcia,chloe42@example.net,47,Product,Operations Manager,17,10,5,0.1350801462257607,66,91537,1
EMP1629,Derrick Mullen,michael76@example.org,48,Engineering,HR Manager,1,0,4,0.5753591731290986,29,108997,0
EMP1630,Paul Diaz,lramirez@example.net,49,Engineering,Operations Manager,28,9,4,0.23333282264932664,76,139783,1
EMP1631,Kenneth Perez,lelinda@example.net,62,HR,Data Scientist,14,4,4,0.21233397428689127,56,137754,0
EMP1632,James Thomas,thomassmith@example.com,48,Engineering,Operations Manager,1,1,3,0.9288595498455656,39,103392,0
EMP1633,Dr. Samuel Holmes DDS,jevans@example.net,33,Data Science,Software Engineer,9,8,3,0.027852240821074403,59,91992,1
EMP1634,Brett Martin,lisawoods@example.net,57,Operations,HR Manager,26,1,4,0.9653027236303998,28,143486,0
EMP1635,Patrick Green,ann45@example.org,33,Marketing,Sales Representative,19,6,3,0.06939408590418339,77,113564,1
EMP1636,Gregory Frazier,barbarasantos@example.net,39,Operations,HR Manager,1,1,4,0.1506874870008338,69,59189,0
EMP1637,Richard Kelly,champton@example.org,35,Finance,Operations Manager,28,3,4,0.3078863820162494,44,134835,0
EMP1638,Dustin Welch,mirandadavidson@example.com,41,Data Science,HR Manager,2,2,1,0.2719545593981987,58,44060,0
EMP1639,Logan Sullivan,millermatthew@example.com,25,Marketing,Operations Manager,18,6,1,0.7287780544506475,15,127918,0
EMP1640,Eddie Adams,cnelson@example.com,35,Marketing,Financial Analyst,13,0,4,0.918397542081558,97,119116,0
EMP1641,Kelly Cole,ivanjohnson@example.net,48,Sales,Financial Analyst,7,7,4,0.1182186222910886,96,104222,1
EMP1642,David Manning,clarkrandy@example.org,56,Engineering,Sales Representative,18,5,2,0.81527633109056,12,119298,0
EMP1643,Shawn Kelley,wisealexandria@example.org,26,Engineering,Marketing Manager,5,0,3,0.6662678614790385,68,70960,0
EMP1644,Luke Miller,pparker@example.net,29,Finance,Software Engineer,19,6,2,0.8297228663216244,53,128519,0
EMP1645,Mark Anderson,anthonyalvarado@example.com,32,Marketing,HR Manager,25,2,4,0.46381424972767993,57,124704,0
EMP1646,Julie Pitts,amy28@example.org,38,Data Science,Marketing Manager,19,5,3,0.6946537728101754,32,130234,0
EMP1647,Joyce Curry,omills@example.net,56,Marketing,Product Manager,11,3,4,0.7534721106595967,3,88626,0
EMP1648,Gregory Fernandez,ramosmichael@example.com,40,HR,Product Manager,12,10,2,0.025689644869408168,85,81883,1
EMP1649,Adam Mills,mauriceharrison@example.org,43,Product,Product Manager,7,3,3,0.5235635795298558,25,103950,0
EMP1650,Katherine Campos,albert64@example.net,64,Marketing,Sales Representative,8,3,4,0.8324171834102527,50,120478,0
EMP1651,Adam Brooks,bkhan@example.com,52,Finance,HR Manager,10,9,3,0.9325445893524509,97,107431,0
EMP1652,Miguel Brewer,fwalker@example.com,27,HR,Sales Representative,5,0,4,0.8979352934437369,71,61466,0
EMP1653,Kellie Marsh,justin84@example.com,28,Product,Financial Analyst,28,3,2,0.7017382738772572,11,136874,0
EMP1654,Barry Taylor,walshchristine@example.com,58,HR,Marketing Manager,23,8,5,0.8332043565966744,53,116989,0
EMP1655,Katherine Flores,brandonnichols@example.org,25,Product,Operations Manager,16,6,3,0.41227972783166555,53,104052,0
EMP1656,Diane Martinez,oacosta@example.org,44,Data Science,Sales Representative,10,8,3,0.06203676362878152,82,72008,1
EMP1657,Johnny Peterson,kristi75@example.com,57,HR,HR Manager,2,1,3,0.10633729734822717,29,84315,0
EMP1658,Amanda Miller,brianrowe@example.org,50,Marketing,Financial Analyst,13,7,5,0.0001865281706631139,46,96540,1
EMP1659,Catherine Huang,lisa01@example.net,59,Operations,Financial Analyst,24,9,4,0.13535543497328406,40,127001,1
EMP1660,Ray Ramos,gonzalezjill@example.org,31,Engineering,Financial Analyst,15,1,3,0.3380844093662614,0,80867,0
EMP1661,Vickie Kennedy,sharon20@example.net,55,Sales,Software Engineer,3,2,4,0.21491653138671918,70,119965,0
EMP1662,Kelly King,james03@example.org,30,Marketing,Product Manager,7,4,3,0.2954679246267593,42,120816,0
EMP1663,Jeffrey Smith,brenda63@example.org,39,Sales,Sales Representative,28,2,2,0.4327714843418189,3,148774,0
EMP1664,Lauren Vazquez,nathandavis@example.org,47,Operations,Financial Analyst,8,3,3,0.3150103723767316,65,100133,0
EMP1665,Mr. George Booker DDS,browndeanna@example.net,57,Data Science,Data Scientist,20,6,4,0.3230997016663373,89,95209,0
EMP1666,Ashley Freeman,tina57@example.net,27,HR,Sales Representative,7,7,3,0.516283299197674,94,66933,0
EMP1667,Michael Howard,johnwilliams@example.net,58,HR,Software Engineer,9,0,2,0.7859252762089134,93,66346,0
EMP1668,Edward Terry,ashleystephens@example.com,60,Engineering,HR Manager,20,6,3,0.566892796249536,14,107195,0
EMP1669,Denise Guerra,caseymoore@example.com,60,Marketing,Sales Representative,21,1,3,0.9024032761106747,37,136056,0
EMP1670,Kimberly Gibson,bgross@example.net,65,Product,Financial Analyst,25,10,4,0.5880004634296284,97,139516,0
EMP1671,Patty Allen,barrettamber@example.com,45,HR,Data Scientist,11,5,3,0.4453865259778722,84,95557,0
EMP1672,Michael Cannon,chloemorris@example.net,60,Sales,Operations Manager,27,2,4,0.5716076494829438,44,139892,0
EMP1673,Brent Hopkins,conleydavid@example.org,53,Product,Data Scientist,26,6,3,0.625329959704233,2,143418,0
EMP1674,John Garcia,hbarrett@example.net,31,Sales,Marketing Manager,14,2,2,0.3977934409290982,76,77095,0
EMP1675,Dawn Diaz,smithsamantha@example.net,29,Finance,Data Scientist,19,3,1,0.025809392863181735,7,130174,1
EMP1676,Steve Miller PhD,wardjulia@example.com,37,Marketing,Product Manager,15,8,3,0.9597910204048502,70,142598,0
EMP1677,Rebecca Brown,allison14@example.org,28,HR,Data Scientist,8,5,3,0.645572181427428,0,96081,0
EMP1678,Toni Davis,amandalopez@example.net,64,Operations,HR Manager,7,7,3,0.9369278637311389,88,85299,0
EMP1679,Laura Meza,xreese@example.net,47,HR,Operations Manager,13,8,2,0.059105820875654524,5,92026,1
EMP1680,Megan Park,kandrade@example.org,46,Data Science,HR Manager,12,10,3,0.07675806188873802,59,119494,1
EMP1681,Kathy Sandoval,umahoney@example.net,49,Product,Operations Manager,26,8,3,0.024005044844888856,96,104235,1
EMP1682,Erika Watson PhD,umckenzie@example.net,55,Operations,Product Manager,25,7,3,0.9631590270650665,93,163876,0
EMP1683,Joshua Brooks,michael77@example.com,26,Engineering,Sales Representative,21,1,4,0.6775458051837758,44,161806,0
EMP1684,Andrew Mitchell,holmesvictoria@example.com,33,Finance,Marketing Manager,17,8,4,0.8437550439872936,52,123449,0
EMP1685,William Lewis,andrew48@example.net,35,HR,Marketing Manager,11,7,3,0.4096728692925191,85,128078,0
EMP1686,Tammy Moore,stevenseric@example.com,40,Data Science,Sales Representative,22,10,3,0.5218843281579432,51,141349,1
EMP1687,Kevin Hall,christopher69@example.org,58,Data Science,Product Manager,1,0,3,0.5485884150546885,76,88979,0
EMP1688,Misty Mcguire,tracynolan@example.net,43,Operations,Sales Representative,15,2,3,0.13300979890732878,54,126413,0
EMP1689,Susan Larson,benjamin96@example.org,42,Data Science,Operations Manager,20,8,3,0.3543771829861353,63,145758,1
EMP1690,Tammy Cook,hbutler@example.org,64,Product,Financial Analyst,29,10,3,0.24380193771017955,20,124398,1
EMP1691,Sarah Mcfarland,hbrown@example.org,48,Marketing,Sales Representative,17,7,4,0.025199094821069634,41,105638,1
EMP1692,Karl Murphy,ericnunez@example.com,41,Product,HR Manager,26,8,4,0.4124030604678661,20,142025,0
EMP1693,Nicole Johnston,walkerkeith@example.com,61,Operations,Marketing Manager,12,0,2,0.26133301788538377,91,87464,0
EMP1694,George Alvarez,kelleyjose@example.com,23,Engineering,Data Scientist,17,8,3,0.2856259885622431,37,79901,1
EMP1695,Patricia Anderson,timothygonzalez@example.com,32,HR,Data Scientist,7,2,2,0.47164949075059537,23,99201,0
EMP1696,Christina Gilbert,johnadams@example.com,45,Marketing,Product Manager,29,0,2,0.022564511705347234,97,110632,0
EMP1697,Thomas Davis,whenderson@example.org,37,Data Science,Marketing Manager,18,6,3,0.7498599312882688,72,123624,0
EMP1698,Kirk Johnson,gary59@example.com,63,Product,Software Engineer,1,1,2,0.24685702759573291,33,82581,0
EMP1699,Jessica Glass,jamesbrooks@example.net,42,Data Science,HR Manager,8,6,4,0.7726709881281666,17,125123,0
EMP1700,Ashley Brown,mistywilkins@example.org,30,Finance,Financial Analyst,3,2,4,0.30880227534961535,25,114755,0
EMP1701,Robert Torres,njohnson@example.net,38,Operations,Financial Analyst,2,0,4,0.45851856218701537,19,92990,0
EMP1702,Christina Mills,ana92@example.net,39,Finance,Data Scientist,28,3,5,0.7201574609309402,94,111066,0
